Número do contrato,Data de assinatura do contrato,Valor do contrato,Duração do contrato,Nome da empresa ou fornecedor contratado,Nome da agência governamental,Valor total do contrato,Valor pago até o momento,Valor a ser pago no futuro,Data de pagamento de parcelas,Latitude,Longitude,Região,Estado,Histórico de Pagamentos
6510,2023-06-09,47114.11,2,Dias Lima - EI,Ministério do Desenvolvimento Regional,47114.11,13738.76,9507.929999999998,"[datetime.date(2024, 3, 24), datetime.date(2024, 7, 29)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2024, 3, 24), 'Valor': 8575.16}, {'Data Pagamento': datetime.date(2024, 7, 29), 'Valor': 15292.26}]"
6716,2021-09-02,46518.56,4,Freitas Ltda.,Ministério do Desenvolvimento Regional,46518.56,38381.52,2058.2500000000014,"[datetime.date(2023, 11, 26), datetime.date(2023, 10, 4), datetime.date(2022, 8, 18), datetime.date(2021, 12, 10)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2023, 11, 26), 'Valor': 4229.94}, {'Data Pagamento': datetime.date(2023, 10, 4), 'Valor': 1138.1}, {'Data Pagamento': datetime.date(2022, 8, 18), 'Valor': 496.2}, {'Data Pagamento': datetime.date(2021, 12, 10), 'Valor': 214.55}]"
6307,2021-10-11,14015.88,3,Barros,Ministério do Meio Ambiente,14015.88,10721.51,203.889999999999,"[datetime.date(2023, 12, 9), datetime.date(2022, 4, 5), datetime.date(2022, 2, 14)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2023, 12, 9), 'Valor': 2803.5}, {'Data Pagamento': datetime.date(2022, 4, 5), 'Valor': 138.14}, {'Data Pagamento': datetime.date(2022, 2, 14), 'Valor': 148.84}]"
4196,2022-10-02,26069.08,2,Araújo - EI,Ministério do Meio Ambiente,26069.08,4904.6,195.89000000000237,"[datetime.date(2023, 3, 19), datetime.date(2023, 1, 11)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2023, 3, 19), 'Valor': 20303.29}, {'Data Pagamento': datetime.date(2023, 1, 11), 'Valor': 665.3}]"
1325,2022-10-21,11946.11,5,Cardoso,Ministério da Defesa,11946.11,10310.16,0.07000000000066064,"[datetime.date(2025, 11, 18), datetime.date(2023, 9, 20), datetime.date(2024, 7, 13), datetime.date(2025, 1, 17), datetime.date(2023, 5, 1)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2025, 11, 18), 'Valor': 788.95}, {'Data Pagamento': datetime.date(2023, 9, 20), 'Valor': 801.98}, {'Data Pagamento': datetime.date(2024, 7, 13), 'Valor': 40.02}, {'Data Pagamento': datetime.date(2025, 1, 17), 'Valor': 1.85}, {'Data Pagamento': datetime.date(2023, 5, 1), 'Valor': 3.08}]"
6412,2019-05-24,22227.89,3,Lopes,Ministério da Educação,22227.89,13150.43,2818.0499999999997,"[datetime.date(2021, 5, 13), datetime.date(2022, 3, 18), datetime.date(2020, 2, 2)]",-19.9102,-43.9266,Sudeste,MG,"[{'Data Pagamento': datetime.date(2021, 5, 13), 'Valor': 152.49}, {'Data Pagamento': datetime.date(2022, 3, 18), 'Valor': 5651.07}, {'Data Pagamento': datetime.date(2020, 2, 2), 'Valor': 455.85}]"
5532,2023-08-16,49514.74,4,Cardoso,Ministério da Saúde,49514.74,28318.83,4166.789999999995,"[datetime.date(2026, 4, 26), datetime.date(2023, 11, 12), datetime.date(2026, 5, 6), datetime.date(2023, 12, 13)]",-9.66599,-35.735,Nordeste,AL,"[{'Data Pagamento': datetime.date(2026, 4, 26), 'Valor': 4477.41}, {'Data Pagamento': datetime.date(2023, 11, 12), 'Valor': 7709.6}, {'Data Pagamento': datetime.date(2026, 5, 6), 'Valor': 1466.09}, {'Data Pagamento': datetime.date(2023, 12, 13), 'Valor': 3376.02}]"
5133,2019-09-06,29721.7,5,Pereira S/A,Ministério da Saúde,29721.7,23708.07,7.780000000000932,"[datetime.date(2022, 2, 21), datetime.date(2021, 4, 1), datetime.date(2024, 3, 4), datetime.date(2024, 5, 17), datetime.date(2023, 5, 16)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2022, 2, 21), 'Valor': 4610.5}, {'Data Pagamento': datetime.date(2021, 4, 1), 'Valor': 655.2}, {'Data Pagamento': datetime.date(2024, 3, 4), 'Valor': 636.96}, {'Data Pagamento': datetime.date(2024, 5, 17), 'Valor': 54.1}, {'Data Pagamento': datetime.date(2023, 5, 16), 'Valor': 49.09}]"
1393,2021-03-17,35414.09,2,Costa das Neves - EI,Ministério do Meio Ambiente,35414.09,12530.89,4626.799999999996,"[datetime.date(2022, 5, 2), datetime.date(2022, 7, 23)]",-20.4486,-54.6295,Centro-Oeste,MS,"[{'Data Pagamento': datetime.date(2022, 5, 2), 'Valor': 15474.79}, {'Data Pagamento': datetime.date(2022, 7, 23), 'Valor': 2781.61}]"
5935,2021-06-22,35925.51,1,Martins,Ministério das Relações Exteriores,35925.51,34614.25,590.540000000002,"[datetime.date(2022, 2, 8)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2022, 2, 8), 'Valor': 720.72}]"
2665,2022-01-22,17237.32,2,Moreira,Ministério das Relações Exteriores,17237.32,8187.01,2668.5099999999993,"[datetime.date(2022, 12, 9), datetime.date(2023, 6, 5)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2022, 12, 9), 'Valor': 4241.26}, {'Data Pagamento': datetime.date(2023, 6, 5), 'Valor': 2140.54}]"
9822,2018-11-11,10383.33,1,Pereira,Ministério da Educação,10383.33,3505.78,5416.0599999999995,"[datetime.date(2019, 1, 4)]",-1.4554,-48.4898,Norte,PA,"[{'Data Pagamento': datetime.date(2019, 1, 4), 'Valor': 1461.49}]"
9086,2022-12-17,33913.64,4,Fernandes,Ministério da Economia,33913.64,21089.75,9253.5,"[datetime.date(2024, 1, 7), datetime.date(2023, 1, 15), datetime.date(2023, 8, 29), datetime.date(2026, 11, 8)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2024, 1, 7), 'Valor': 226.51}, {'Data Pagamento': datetime.date(2023, 1, 15), 'Valor': 1230.72}, {'Data Pagamento': datetime.date(2023, 8, 29), 'Valor': 1042.11}, {'Data Pagamento': datetime.date(2026, 11, 8), 'Valor': 1071.05}]"
3288,2023-06-12,42647.96,4,Correia,Ministério da Justiça,42647.96,33354.44,234.38999999999635,"[datetime.date(2025, 6, 13), datetime.date(2025, 11, 18), datetime.date(2026, 1, 28), datetime.date(2023, 12, 18)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2025, 6, 13), 'Valor': 1622.44}, {'Data Pagamento': datetime.date(2025, 11, 18), 'Valor': 6417.04}, {'Data Pagamento': datetime.date(2026, 1, 28), 'Valor': 651.91}, {'Data Pagamento': datetime.date(2023, 12, 18), 'Valor': 367.74}]"
5656,2023-01-14,19658.54,4,Sales,"Ministério da Agricultura, Pecuária e Abastecimento",19658.54,15868.44,3.2900000000002905,"[datetime.date(2025, 11, 2), datetime.date(2026, 9, 1), datetime.date(2026, 7, 11), datetime.date(2024, 7, 6)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2025, 11, 2), 'Valor': 545.36}, {'Data Pagamento': datetime.date(2026, 9, 1), 'Valor': 3217.31}, {'Data Pagamento': datetime.date(2026, 7, 11), 'Valor': 23.8}, {'Data Pagamento': datetime.date(2024, 7, 6), 'Valor': 0.34}]"
8599,2018-12-04,40904.71,2,Sales - EI,Ministério da Saúde,40904.71,40836.3,43.75999999999622,"[datetime.date(2020, 11, 21), datetime.date(2019, 11, 25)]",0.0356,-51.0706,Norte,AP,"[{'Data Pagamento': datetime.date(2020, 11, 21), 'Valor': 9.8}, {'Data Pagamento': datetime.date(2019, 11, 25), 'Valor': 14.85}]"
1446,2022-07-03,43492.06,2,Carvalho Caldeira e Filhos,Ministério das Relações Exteriores,43492.06,22041.1,13845.41,"[datetime.date(2023, 5, 6), datetime.date(2022, 11, 6)]",-15.601,-56.0974,Centro-Oeste,MT,"[{'Data Pagamento': datetime.date(2023, 5, 6), 'Valor': 7577.58}, {'Data Pagamento': datetime.date(2022, 11, 6), 'Valor': 27.97}]"
3246,2023-06-30,37135.31,1,Gomes,"Ministério da Agricultura, Pecuária e Abastecimento",37135.31,17754.19,12089.579999999998,"[datetime.date(2024, 1, 9)]",0.0356,-51.0706,Norte,AP,"[{'Data Pagamento': datetime.date(2024, 1, 9), 'Valor': 7291.54}]"
5185,2020-09-10,23254.12,2,Dias,Ministério do Desenvolvimento Regional,23254.12,12467.06,431.12999999999994,"[datetime.date(2022, 4, 17), datetime.date(2021, 3, 23)]",-30.0328,-51.2176,Sul,RS,"[{'Data Pagamento': datetime.date(2022, 4, 17), 'Valor': 10149.73}, {'Data Pagamento': datetime.date(2021, 3, 23), 'Valor': 206.2}]"
9274,2022-07-04,10785.22,4,Peixoto Azevedo Ltda.,Ministério da Economia,10785.22,206.53,830.0399999999988,"[datetime.date(2025, 4, 24), datetime.date(2025, 1, 24), datetime.date(2023, 2, 14), datetime.date(2024, 9, 1)]",-10.9472,-37.0731,Nordeste,SE,"[{'Data Pagamento': datetime.date(2025, 4, 24), 'Valor': 4893.04}, {'Data Pagamento': datetime.date(2025, 1, 24), 'Valor': 3653.62}, {'Data Pagamento': datetime.date(2023, 2, 14), 'Valor': 903.52}, {'Data Pagamento': datetime.date(2024, 9, 1), 'Valor': 298.47}]"
5887,2020-08-25,40414.45,5,Monteiro Nascimento Ltda.,"Ministério da Agricultura, Pecuária e Abastecimento",40414.45,21139.45,9.069999999997442,"[datetime.date(2025, 5, 10), datetime.date(2025, 4, 8), datetime.date(2025, 7, 17), datetime.date(2023, 8, 9), datetime.date(2023, 4, 22)]",-20.4486,-54.6295,Centro-Oeste,MS,"[{'Data Pagamento': datetime.date(2025, 5, 10), 'Valor': 372.23}, {'Data Pagamento': datetime.date(2025, 4, 8), 'Valor': 9754.65}, {'Data Pagamento': datetime.date(2025, 7, 17), 'Valor': 7997.7}, {'Data Pagamento': datetime.date(2023, 8, 9), 'Valor': 1101.11}, {'Data Pagamento': datetime.date(2023, 4, 22), 'Valor': 40.24}]"
1678,2019-09-26,42367.24,5,da Cruz,Ministério do Meio Ambiente,42367.24,8360.53,14.529999999999308,"[datetime.date(2019, 11, 25), datetime.date(2023, 2, 2), datetime.date(2024, 6, 16), datetime.date(2022, 7, 30), datetime.date(2022, 11, 13)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2019, 11, 25), 'Valor': 19162.54}, {'Data Pagamento': datetime.date(2023, 2, 2), 'Valor': 9229.88}, {'Data Pagamento': datetime.date(2024, 6, 16), 'Valor': 5561.78}, {'Data Pagamento': datetime.date(2022, 7, 30), 'Valor': 28.8}, {'Data Pagamento': datetime.date(2022, 11, 13), 'Valor': 9.18}]"
2558,2019-03-05,17906.06,3,das Neves e Filhos,Ministério da Justiça,17906.06,11150.11,3482.6600000000008,"[datetime.date(2020, 10, 27), datetime.date(2021, 2, 10), datetime.date(2019, 4, 3)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2020, 10, 27), 'Valor': 472.72}, {'Data Pagamento': datetime.date(2021, 2, 10), 'Valor': 863.28}, {'Data Pagamento': datetime.date(2019, 4, 3), 'Valor': 1937.29}]"
1431,2023-02-04,23150.83,1,Teixeira S/A,Ministério da Justiça,23150.83,14776.48,1615.7500000000018,"[datetime.date(2023, 3, 14)]",-5.09194,-42.8034,Nordeste,PI,"[{'Data Pagamento': datetime.date(2023, 3, 14), 'Valor': 6758.6}]"
3825,2021-06-16,18870.53,4,Fernandes,Ministério da Defesa,18870.53,12236.52,255.2499999999983,"[datetime.date(2023, 4, 24), datetime.date(2022, 2, 1), datetime.date(2023, 9, 14), datetime.date(2023, 11, 5)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2023, 4, 24), 'Valor': 4001.87}, {'Data Pagamento': datetime.date(2022, 2, 1), 'Valor': 469.51}, {'Data Pagamento': datetime.date(2023, 9, 14), 'Valor': 1402.0}, {'Data Pagamento': datetime.date(2023, 11, 5), 'Valor': 505.38}]"
4243,2020-06-06,26899.38,5,da Costa,Ministério do Desenvolvimento Regional,26899.38,10807.37,2285.050000000002,"[datetime.date(2022, 4, 20), datetime.date(2021, 7, 23), datetime.date(2022, 2, 5), datetime.date(2025, 3, 30), datetime.date(2025, 2, 27)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2022, 4, 20), 'Valor': 3921.95}, {'Data Pagamento': datetime.date(2021, 7, 23), 'Valor': 4107.51}, {'Data Pagamento': datetime.date(2022, 2, 5), 'Valor': 3792.97}, {'Data Pagamento': datetime.date(2025, 3, 30), 'Valor': 1520.77}, {'Data Pagamento': datetime.date(2025, 2, 27), 'Valor': 463.76}]"
2837,2022-01-19,43613.31,5,da Paz,Ministério da Saúde,43613.31,10820.02,2620.389999999993,"[datetime.date(2022, 2, 19), datetime.date(2022, 5, 2), datetime.date(2025, 9, 18), datetime.date(2024, 7, 26), datetime.date(2024, 12, 4)]",-15.601,-56.0974,Centro-Oeste,MT,"[{'Data Pagamento': datetime.date(2022, 2, 19), 'Valor': 258.98}, {'Data Pagamento': datetime.date(2022, 5, 2), 'Valor': 20752.31}, {'Data Pagamento': datetime.date(2025, 9, 18), 'Valor': 7711.37}, {'Data Pagamento': datetime.date(2024, 7, 26), 'Valor': 658.68}, {'Data Pagamento': datetime.date(2024, 12, 4), 'Valor': 791.56}]"
2047,2020-06-25,14384.61,1,Cunha,"Ministério da Agricultura, Pecuária e Abastecimento",14384.61,9238.21,481.53000000000156,"[datetime.date(2020, 8, 4)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2020, 8, 4), 'Valor': 4664.87}]"
3094,2023-05-07,24040.01,2,Novaes Fernandes Ltda.,Ministério do Meio Ambiente,24040.01,9200.78,910.6199999999972,"[datetime.date(2024, 11, 27), datetime.date(2023, 7, 18)]",-8.76077,-63.8999,Norte,RO,"[{'Data Pagamento': datetime.date(2024, 11, 27), 'Valor': 7140.52}, {'Data Pagamento': datetime.date(2023, 7, 18), 'Valor': 6788.09}]"
4999,2021-10-12,33296.99,5,Almeida da Rocha S/A,Ministério da Defesa,33296.99,28952.9,2.2199999999962188,"[datetime.date(2026, 4, 2), datetime.date(2024, 12, 2), datetime.date(2024, 7, 27), datetime.date(2022, 4, 18), datetime.date(2023, 11, 29)]",-3.7172,-38.5433,Nordeste,CE,"[{'Data Pagamento': datetime.date(2026, 4, 2), 'Valor': 2092.26}, {'Data Pagamento': datetime.date(2024, 12, 2), 'Valor': 1629.15}, {'Data Pagamento': datetime.date(2024, 7, 27), 'Valor': 535.15}, {'Data Pagamento': datetime.date(2022, 4, 18), 'Valor': 19.97}, {'Data Pagamento': datetime.date(2023, 11, 29), 'Valor': 65.34}]"
8098,2019-06-07,15749.08,5,Aragão,Ministério da Saúde,15749.08,6535.16,384.2200000000007,"[datetime.date(2024, 3, 7), datetime.date(2022, 4, 17), datetime.date(2022, 6, 25), datetime.date(2022, 11, 24), datetime.date(2023, 8, 26)]",0.0356,-51.0706,Norte,AP,"[{'Data Pagamento': datetime.date(2024, 3, 7), 'Valor': 1746.49}, {'Data Pagamento': datetime.date(2022, 4, 17), 'Valor': 1441.56}, {'Data Pagamento': datetime.date(2022, 6, 25), 'Valor': 3054.87}, {'Data Pagamento': datetime.date(2022, 11, 24), 'Valor': 2194.76}, {'Data Pagamento': datetime.date(2023, 8, 26), 'Valor': 392.02}]"
2548,2021-08-25,24576.36,3,Moraes,Ministério da Saúde,24576.36,14081.75,335.3499999999998,"[datetime.date(2021, 10, 9), datetime.date(2022, 6, 2), datetime.date(2022, 5, 10)]",-7.11509,-34.8641,Nordeste,PB,"[{'Data Pagamento': datetime.date(2021, 10, 9), 'Valor': 9081.87}, {'Data Pagamento': datetime.date(2022, 6, 2), 'Valor': 959.0}, {'Data Pagamento': datetime.date(2022, 5, 10), 'Valor': 118.39}]"
9642,2022-06-01,29146.02,3,Vieira Ltda.,Ministério da Educação,29146.02,11751.5,57.00999999999969,"[datetime.date(2022, 9, 17), datetime.date(2025, 3, 28), datetime.date(2023, 10, 6)]",-5.79447,-35.211,Nordeste,RN,"[{'Data Pagamento': datetime.date(2022, 9, 17), 'Valor': 15342.95}, {'Data Pagamento': datetime.date(2025, 3, 28), 'Valor': 1910.73}, {'Data Pagamento': datetime.date(2023, 10, 6), 'Valor': 83.83}]"
6747,2022-05-27,24275.68,1,Moraes,"Ministério da Agricultura, Pecuária e Abastecimento",24275.68,21029.98,2310.920000000001,"[datetime.date(2022, 6, 11)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2022, 6, 11), 'Valor': 934.78}]"
1362,2023-05-08,34595.69,2,Lima,Ministério do Desenvolvimento Regional,34595.69,2863.21,21030.120000000003,"[datetime.date(2024, 8, 31), datetime.date(2024, 11, 30)]",-16.6864,-49.2643,Centro-Oeste,GO,"[{'Data Pagamento': datetime.date(2024, 8, 31), 'Valor': 9613.23}, {'Data Pagamento': datetime.date(2024, 11, 30), 'Valor': 1089.13}]"
7493,2018-12-12,13846.33,5,Alves - EI,Ministério das Relações Exteriores,13846.33,10977.65,441.37,"[datetime.date(2023, 2, 23), datetime.date(2022, 3, 22), datetime.date(2019, 5, 4), datetime.date(2021, 8, 25), datetime.date(2019, 8, 18)]",-3.119,-60.0212,Norte,AM,"[{'Data Pagamento': datetime.date(2023, 2, 23), 'Valor': 722.47}, {'Data Pagamento': datetime.date(2022, 3, 22), 'Valor': 203.57}, {'Data Pagamento': datetime.date(2019, 5, 4), 'Valor': 816.58}, {'Data Pagamento': datetime.date(2021, 8, 25), 'Valor': 91.51}, {'Data Pagamento': datetime.date(2019, 8, 18), 'Valor': 593.18}]"
3461,2022-04-06,38555.57,3,Nascimento,Ministério da Justiça,38555.57,37715.5,516.2699999999996,"[datetime.date(2023, 6, 28), datetime.date(2022, 9, 12), datetime.date(2023, 11, 23)]",-20.4486,-54.6295,Centro-Oeste,MS,"[{'Data Pagamento': datetime.date(2023, 6, 28), 'Valor': 295.12}, {'Data Pagamento': datetime.date(2022, 9, 12), 'Valor': 23.72}, {'Data Pagamento': datetime.date(2023, 11, 23), 'Valor': 4.96}]"
4487,2023-02-22,43587.38,2,Correia Costa - EI,Ministério da Educação,43587.38,14478.12,1685.8799999999974,"[datetime.date(2023, 11, 15), datetime.date(2024, 6, 13)]",-10.2128,-48.3607,Norte,TO,"[{'Data Pagamento': datetime.date(2023, 11, 15), 'Valor': 3992.71}, {'Data Pagamento': datetime.date(2024, 6, 13), 'Valor': 23430.67}]"
4293,2022-12-04,14394.52,5,Carvalho,Ministério das Relações Exteriores,14394.52,528.0,41.4999999999994,"[datetime.date(2027, 2, 13), datetime.date(2027, 10, 16), datetime.date(2025, 8, 27), datetime.date(2025, 10, 30), datetime.date(2023, 9, 14)]",-20.3155,-40.3128,Sudeste,ES,"[{'Data Pagamento': datetime.date(2027, 2, 13), 'Valor': 4681.81}, {'Data Pagamento': datetime.date(2027, 10, 16), 'Valor': 8431.07}, {'Data Pagamento': datetime.date(2025, 8, 27), 'Valor': 368.22}, {'Data Pagamento': datetime.date(2025, 10, 30), 'Valor': 294.01}, {'Data Pagamento': datetime.date(2023, 9, 14), 'Valor': 49.91}]"
3799,2020-12-20,40207.51,5,Ferreira da Costa e Filhos,Ministério do Meio Ambiente,40207.51,35069.13,47.02000000000518,"[datetime.date(2023, 11, 30), datetime.date(2022, 7, 7), datetime.date(2022, 8, 24), datetime.date(2025, 10, 18), datetime.date(2022, 7, 31)]",-20.4486,-54.6295,Centro-Oeste,MS,"[{'Data Pagamento': datetime.date(2023, 11, 30), 'Valor': 1556.61}, {'Data Pagamento': datetime.date(2022, 7, 7), 'Valor': 2473.37}, {'Data Pagamento': datetime.date(2022, 8, 24), 'Valor': 1033.1}, {'Data Pagamento': datetime.date(2025, 10, 18), 'Valor': 15.4}, {'Data Pagamento': datetime.date(2022, 7, 31), 'Valor': 12.88}]"
1230,2020-11-12,48416.14,3,Santos,Ministério da Educação,48416.14,9107.04,6159.869999999998,"[datetime.date(2022, 6, 16), datetime.date(2022, 1, 4), datetime.date(2022, 9, 16)]",-22.9068,-43.1729,Sudeste,RJ,"[{'Data Pagamento': datetime.date(2022, 6, 16), 'Valor': 11332.18}, {'Data Pagamento': datetime.date(2022, 1, 4), 'Valor': 18675.25}, {'Data Pagamento': datetime.date(2022, 9, 16), 'Valor': 3141.8}]"
6115,2022-04-03,37965.54,3,Vieira Martins S.A.,Ministério da Saúde,37965.54,24234.18,3003.3100000000013,"[datetime.date(2024, 8, 2), datetime.date(2023, 1, 14), datetime.date(2023, 8, 23)]",-15.7801,-47.9292,Centro-Oeste,DF,"[{'Data Pagamento': datetime.date(2024, 8, 2), 'Valor': 8988.13}, {'Data Pagamento': datetime.date(2023, 1, 14), 'Valor': 1211.33}, {'Data Pagamento': datetime.date(2023, 8, 23), 'Valor': 528.59}]"
5299,2020-03-13,45351.21,1,Araújo,Ministério da Economia,45351.21,44734.68,110.85999999999882,"[datetime.date(2020, 12, 17)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2020, 12, 17), 'Valor': 505.67}]"
3469,2022-11-01,12715.82,2,Alves,Ministério da Educação,12715.82,10800.42,94.60999999999967,"[datetime.date(2022, 12, 28), datetime.date(2024, 3, 27)]",0.0356,-51.0706,Norte,AP,"[{'Data Pagamento': datetime.date(2022, 12, 28), 'Valor': 939.92}, {'Data Pagamento': datetime.date(2024, 3, 27), 'Valor': 880.87}]"
2377,2020-05-14,23782.08,2,da Luz S/A,Ministério da Saúde,23782.08,14344.23,6004.670000000002,"[datetime.date(2020, 6, 18), datetime.date(2020, 12, 21)]",-2.53874,-44.2825,Nordeste,MA,"[{'Data Pagamento': datetime.date(2020, 6, 18), 'Valor': 955.27}, {'Data Pagamento': datetime.date(2020, 12, 21), 'Valor': 2477.91}]"
8830,2022-08-13,15349.28,4,Moraes,Ministério da Defesa,15349.28,13753.9,1.5000000000011209,"[datetime.date(2024, 12, 9), datetime.date(2026, 5, 17), datetime.date(2024, 8, 28), datetime.date(2025, 4, 14)]",-23.5505,-46.6333,Sudeste,SP,"[{'Data Pagamento': datetime.date(2024, 12, 9), 'Valor': 1514.86}, {'Data Pagamento': datetime.date(2026, 5, 17), 'Valor': 58.91}, {'Data Pagamento': datetime.date(2024, 8, 28), 'Valor': 18.19}, {'Data Pagamento': datetime.date(2025, 4, 14), 'Valor': 1.92}]"
4216,2021-03-02,26941.74,2,Fogaça,Ministério da Defesa,26941.74,25991.53,207.14000000000271,"[datetime.date(2022, 1, 29), datetime.date(2022, 6, 8)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2022, 1, 29), 'Valor': 688.58}, {'Data Pagamento': datetime.date(2022, 6, 8), 'Valor': 54.49}]"
6540,2020-11-20,26310.4,3,Pereira e Filhos,Ministério do Meio Ambiente,26310.4,19660.42,11.910000000003507,"[datetime.date(2021, 6, 15), datetime.date(2020, 12, 9), datetime.date(2022, 8, 2)]",-20.4486,-54.6295,Centro-Oeste,MS,"[{'Data Pagamento': datetime.date(2021, 6, 15), 'Valor': 5927.53}, {'Data Pagamento': datetime.date(2020, 12, 9), 'Valor': 691.43}, {'Data Pagamento': datetime.date(2022, 8, 2), 'Valor': 19.11}]"
5460,2023-09-01,44584.94,1,Ramos,Ministério do Desenvolvimento Regional,44584.94,14705.25,9123.090000000004,"[datetime.date(2023, 9, 11)]",-2.53874,-44.2825,Nordeste,MA,"[{'Data Pagamento': datetime.date(2023, 9, 11), 'Valor': 20756.6}]"
6086,2021-03-04,49376.98,3,Lopes Ltda.,Ministério da Saúde,49376.98,5456.87,6134.23,"[datetime.date(2024, 1, 31), datetime.date(2023, 1, 16), datetime.date(2023, 11, 4)]",2.82185,-60.6715,Norte,RR,"[{'Data Pagamento': datetime.date(2024, 1, 31), 'Valor': 17836.24}, {'Data Pagamento': datetime.date(2023, 1, 16), 'Valor': 9966.43}, {'Data Pagamento': datetime.date(2023, 11, 4), 'Valor': 9983.21}]"
3378,2019-04-25,30078.28,1,Peixoto,Ministério do Meio Ambiente,30078.28,3485.66,15233.269999999999,"[datetime.date(2020, 3, 22)]",-9.66599,-35.735,Nordeste,AL,"[{'Data Pagamento': datetime.date(2020, 3, 22), 'Valor': 11359.35}]"
